OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,IMPORT_STATUS,INDUSTRY_CLASS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,SUBMODEL,TLA,TRANSMISSION_TYPE,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
3932,GOLD,SALOON,1998,2008,4,1788,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,SEDAN GLX 2.0 5 AUTO,NEW PLYMOUTH DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3933,GOLD,STATION WAGON,2261,2007,8,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3934,WHITE,STATION WAGON,1990,2006,4,1715,USED,PRIVATE,NISSAN,CEFIRO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,CRUISING,WAITAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3935,BLACK,SALOON,1796,2011,6,2020,NEW,PRIVATE,MERCEDES-BENZ,C,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,135,NONE,200 CGI,WELLINGTON CITY,7-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
3936,RED,UTILITY,1600,1987,5,2480,NEW,PRIVATE,TOYOTA,HILUX,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,1.6 UTE,MARLBOROUGH DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1987
3937,WHITE,HATCHBACK,1392,1991,3,0,NEW,PRIVATE,NISSAN,SENTRA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3938,WHITE,UTILITY,1998,1991,10,2365,NEW,PRIVATE,MAZDA,B2000,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,CAB PLUS,RANGITIKEI DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3939,SILVER,DOMESTIC TRAILER,0,2001,4,0,NEW,UNKNOWN,TRAILER,KEA K844X,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,THAMES-COROMANDEL DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2001
3940,BLACK,STATION WAGON,2261,2006,6,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,HAMILTON CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3941,WHITE,SALOON,1587,1991,7,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SD AUTO,WAIKATO DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3942,WHITE,LIGHT VAN,2438,1991,11,2600,NEW,PRIVATE,TOYOTA,HIACE,PETROL,0,10,UNKNOWN,JAPAN,0,NONE,2.4 ZL MAN,QUEENSTOWN-LAKES DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3943,WHITE,LIGHT VAN,2438,1993,6,2600,NEW,PRIVATE,TOYOTA,HIACE,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,2.4ZL MAN,HASTINGS DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3944,SILVER,MOTORCYCLE,50,2005,6,0,NEW,PRIVATE,SUZUKI,SJ50,PETROL,0,0,IMPORTED BUILT-UP,CHINA,0,NONE,QT,TAURANGA CITY,,MOPED,PRIVATE PASSENGER,2005
3945,BLACK,UTILITY,2874,2006,6,2520,NEW,PRIVATE,SSANGYONG,MUSSO,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,88,NONE,SPORTS,WELLINGTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3946,RED,STATION WAGON,2160,2005,12,1755,USED,PRIVATE,TOYOTA,CAMRY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GRACIA 2.2,SELWYN DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3947,BLUE,STATION WAGON,2261,2006,8,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,190,NONE,WAGON GSX 2.3 5 AUTO,TIMARU DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3948,SILVER,STATION WAGON,1968,2009,8,2140,NEW,PRIVATE,VOLKSWAGEN,PASSAT,DIESEL,0,5,IMPORTED BUILT-UP,GERMANY,125,NONE,125 CR VAR,TAURANGA CITY,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3949,SILVER,HATCHBACK,1498,2006,6,0,NEW,PRIVATE,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,82,NONE,HATCH 5 DR 1.5 AUTO,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3950,GREY,HATCHBACK,1995,2006,2,1645,USED,PRIVATE,BMW,120I,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,LOWER HUTT CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3951,RED,SALOON,4600,2005,12,2063,USED,PRIVATE,FORD,MUSTANG,PETROL,0,4,IMPORTED BUILT-UP,UNITED STATES,0,UNITED STATES,GT,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3952,RED,SALOON,3828,2006,11,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,3.8P VR-X SEDAN A,NAPIER CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3953,BLACK,SALOON,2320,2009,6,1795,USED,PRIVATE,VOLKSWAGEN,PASSAT,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,V5,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3954,WHITE,HATCHBACK,999,1991,7,0,NEW,PRIVATE,TOYOTA,STARLET,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3955,WHITE,UTILITY,2779,1991,9,2590,NEW,PRIVATE,TOYOTA,HILUX,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,2.8 D/CAB,GORE DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1991
3956,RED,UTILITY,2779,1993,4,2590,NEW,UNKNOWN,TOYOTA,HILUX,DIESEL,0,2,UNKNOWN,JAPAN,0,NONE,2.8 D/C,WESTERN BAY OF PLENTY DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1993
3957,RED,STATION WAGON,1590,2006,3,1330,USED,PRIVATE,SUZUKI,ESCUDO,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HOROWHENUA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3958,BLUE,SALOON,5763,1982,1,0,RE-REG,PRIVATE,CHEVROLET,CAMARO,PETROL,0,4,IMPORTED BUILT-UP,NOT KNOWN,0,NEW ZEALAND,,MARLBOROUGH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1970
3959,RED,HATCHBACK,1490,2007,9,1305,USED,PRIVATE,SUZUKI,SWIFT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3960,SILVER,LIGHT VAN,2461,2008,11,3000,NEW,BUSINESS/FINANCIAL,VOLKSWAGEN,T5,DIESEL,0,7,IMPORTED BUILT-UP,GERMANY,96,NONE,CARAVELLE 2.5TDI TIP,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3961,RED,HATCHBACK,1330,2007,3,1265,USED,PRIVATE,HONDA,FIT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HASTINGS DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3962,BLUE,SALOON,1895,2007,4,0,USED,PRIVATE,BMW,318,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,0,SINGAPORE,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3963,BLUE,HATCHBACK,1587,1993,4,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,H/B MAN,NEW PLYMOUTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1993
3964,WHITE,SALOON,4100,1981,10,0,NEW,UNKNOWN,FORD,FAIRMONT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,GHI,WAIMAKARIRI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
3965,GREY,SALOON,1797,2006,4,1425,NEW,PRIVATE,NISSAN,TIIDA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,94,NONE,1.8 PETROL ST,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3966,GREY,HATCHBACK,1490,2006,3,1305,USED,PRIVATE,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3967,SILVER,BOAT TRAILER,0,2007,12,0,NEW,PRIVATE,TRAILER,HOMEMADE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,AUCKLAND,,TRAILER/CARAVAN,OTHER GOODS,2007
3968,SILVER,STATION WAGON,2982,2007,9,3135,USED,PRIVATE,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SURF,WESTERN BAY OF PLENTY DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3969,SILVER,HATCHBACK,1795,2006,4,1455,USED,PRIVATE,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,RUNX,NELSON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3970,WHITE,STATION WAGON,2997,2009,6,1765,USED,PRIVATE,TOYOTA,ALTEZZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GITA,NAPIER CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3971,BLUE,STATION WAGON,1998,1992,3,0,NEW,PRIVATE,FORD,TELSTAR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,2.0 GL,WAIKATO DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
3972,SILVER,DOMESTIC TRAILER,0,1993,9,3499,NEW,UNKNOWN,HOMEBUILT,,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,SOUTH WAIRARAPA DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,1993
3973,SILVER,HATCHBACK,1340,2006,2,1285,USED,PRIVATE,MITSUBISHI,COLT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3974,SILVER,HATCHBACK,1598,2008,2,1680,NEW,PRIVATE,PEUGEOT,207,PETROL,0,5,IMPORTED BUILT-UP,FRANCE,88,NONE,SPORT 1.6 5D 4SP A P,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3975,BLACK,SALOON,2265,2006,2,1665,USED,PRIVATE,MAZDA,ATENZA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3976,BLUE,SALOON,1098,2004,12,0,USED,PRIVATE,MORRIS,MINOR,PETROL,0,4,IMPORTED BUILT-UP,UNITED KINGDOM,0,UNITED KINGDOM,,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1963
3977,SILVER,STATION WAGON,2982,2007,5,2115,USED,AGRICULTURE/FORESTRY/FISHING,TOYOTA,HILUX,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SURF,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3978,BLACK,STATION WAGON,2261,2007,7,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,WAIMAKARIRI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3979,WHITE,HATCHBACK,1320,2007,4,1185,USED,PRIVATE,MAZDA,DEMIO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NAPIER CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3980,WHITE,HATCHBACK,999,1992,11,0,NEW,PRIVATE,TOYOTA,STARLET,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
3981,BLUE,STATION WAGON,3949,1992,11,0,NEW,PRIVATE,FORD,FALCON,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,GLI S/W,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1992
3982,SILVER,DOMESTIC TRAILER,0,2006,11,1000,NEW,UNKNOWN,TRAILER,DOMESTIC,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,GISBORNE DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2006
3983,BLUE,SALOON,1998,2005,10,0,USED,PRIVATE,NISSAN,SKYLINE,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GTS,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3984,SILVER,SALOON,2457,2010,2,0,NEW,PRIVATE,SUBARU,LEGACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,123,NONE,2.5I SPORT CVT SED,HAMILTON CITY,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
3985,ORANGE,TRACTOR,3594,2008,9,2500,NEW,UNKNOWN,DAVID BROWN,1200 SERIES,DIESEL,0,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TARARUA DISTRICT,,TRACTOR,OTHER,1976
3986,GOLD,STATION WAGON,2994,2009,2,2005,USED,PRIVATE,TOYOTA,HARRIER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,3.0 FOUR,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3987,GREEN,DOMESTIC TRAILER,0,2007,5,0,NEW,UNKNOWN,TRAILER,DOMESTIC,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,GREY DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2007
3988,RED,SALOON,800,1991,2,0,NEW,PRIVATE,SUZUKI,ALTO,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,PORIRUA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3989,GREEN,UTILITY,2555,1991,10,2445,NEW,PRIVATE,MITSUBISHI,L200,PETROL,0,2,UNKNOWN,JAPAN,0,NONE,,WELLINGTON CITY,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1991
3990,BROWN,STATION WAGON,2990,2009,2,1845,USED,PRIVATE,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,LANCASTER,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3991,BLUE,HATCHBACK,1598,1991,7,0,NEW,PRIVATE,MAZDA,ASTINA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,323  GLX,SELWYN DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3992,SILVER,STATION WAGON,2261,2007,7,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,UPPER HUTT CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3993,BLUE,HATCHBACK,1339,2006,5,1490,NEW,PRIVATE,HONDA,JAZZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,61,NONE,1.3I 5D CVT HATCH,AUCKLAND,CONTINUOUSLY VARIABLE,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3994,SILVER,STATION WAGON,1490,2006,2,1335,USED,PRIVATE,SUZUKI,CULTUS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3995,GREY,STATION WAGON,1896,2009,2,0,NEW,PRIVATE,SKODA,FABIA,DIESEL,0,5,IMPORTED BUILT-UP,CZECH REPUBLIC,77,NONE,1.9 TDI COMBI,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3996,SILVER,SALOON,3828,2007,3,0,NEW,PRIVATE,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,175,NONE,3.8P SEDAN A,WHANGAREI DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3997,YELLOW,SALOON,995,1982,6,0,NEW,PRIVATE,LEYLAND,MINI,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,WAIKATO DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1982
3998,BLUE,SALOON,2000,1991,7,0,NEW,PRIVATE,FORD,TELSTAR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,WHAKATANE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3999,BLACK,STATION WAGON,2261,2007,6,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,NEW PLYMOUTH DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
4000,SILVER,STATION WAGON,1990,2005,12,1645,USED,PRIVATE,MAZDA,ATENZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
