origintime,longitude,latitude,depth,magnitude
2019-07-2002:49:51.727,173.6973724,-42.09373093,5,3.142526989
2019-07-1807:55:42.246,178.8876801,-37.23418427,12,3.144249355
2019-11-1515:02:48.383,179.2671509,-36.91408539,14.68052673,3.144309886
2019-06-1017:59:50.060,168.143219,-44.31888962,5,3.144417235
2020-04-1301:26:59.388,177.0433502,-37.36647034,159.2750549,3.144462329
2019-10-2006:00:19.687,174.9160614,-40.11961365,50.9763031,3.145049819
2020-02-2908:34:15.693,177.3123016,-36.46458817,246.4088898,3.145290555
2019-10-0114:55:34.348,177.7751617,-39.08414459,20.77449417,3.145348094
2019-06-1309:49:23.657,168.1624298,-44.36603928,5,3.146417508
2019-06-0117:29:21.932,177.1343079,-36.78255463,249.2964172,3.147066307
2020-02-0214:57:15.751,172.0162201,-43.11837769,6.054163456,3.147658347
2020-02-2215:52:11.220,174.0679321,-38.70317078,5,3.147745294
2019-06-2023:11:30.205,177.1627045,-37.54901886,7.687385559,3.149812735
2019-09-1311:30:18.070,167.4153748,-45.09720612,38.12994766,3.150709631
2019-11-2518:49:37.377,174.3454437,-40.81240082,54.3838768,3.151862414
2020-01-0704:42:43.689,178.0924835,-37.73235321,30.25497055,3.152651799
2020-04-2211:43:30.094,174.0134735,-41.05418396,36.00737381,3.153390624
2019-12-1100:22:33.177,179.0094452,-37.169384,12,3.153970178
2019-08-2200:23:00.684,178.3790436,-38.85432816,22.4483242,3.154043322
2020-01-1401:39:40.467,178.4068298,-37.41484833,50.56708908,3.154114996
2020-03-2511:43:05.931,167.6173248,-45.03634262,60.35969543,3.154199187
2020-02-1410:45:47.726,173.0041504,-41.673172,61.19343185,3.154522607
2020-02-0604:24:24.116,178.6191711,-37.64103699,21.72022438,3.154950489
2019-06-0819:13:10.474,168.1668396,-44.38033676,5,3.154961726
2019-12-2311:44:28.323,176.6965942,-37.03126526,297.4229431,3.155729739
2019-09-1101:21:49.033,170.9131927,-43.11369705,5,3.155930136
2020-02-1101:57:39.506,174.3667297,-39.50135422,185.8372498,3.156184736
2019-10-2304:49:37.216,174.5643921,-40.39243317,69.88668823,3.156821564
2019-09-0705:51:59.578,177.5675049,-41.94145584,33,3.157027258
2020-01-1520:26:32.421,177.0752411,-37.6280365,5,3.158038723
2020-05-0800:52:56.830,176.6202087,-37.3314743,254.8139648,3.158759264
2020-04-0723:59:38.000,174.3659821,-40.14506912,5,3.15894747
2020-05-1317:19:04.125,171.843338,-41.98020554,5,3.159327903
2019-06-1918:23:19.242,177.1550598,-37.5359726,5.905000687,3.159941576
2019-12-1319:39:28.856,174.368515,-39.39425278,194.5952759,3.16015279
2019-10-0214:03:38.980,177.787323,-39.09637451,18.5516777,3.160433418
2019-11-2500:29:45.887,177.9046326,-35.6544838,166.0936127,3.16256517
2020-04-2822:20:56.676,174.9565125,-39.01465988,201.2013855,3.163089479
2020-03-1407:42:06.315,176.2625275,-38.13684464,145.3723755,3.164063423
2020-03-0312:41:24.598,179.7233124,-35.45595551,12,3.165206195
2019-09-0611:44:38.201,179.2649536,-37.26215744,12,3.165831333
2019-08-1312:29:30.813,167.8739166,-44.53308487,9.967720985,3.166502617
2019-06-2209:12:12.621,177.155838,-37.52700806,4.596430779,3.166791851
2020-01-1515:49:39.022,177.1009064,-37.63519287,5,3.1670465
2019-09-1000:13:48.125,174.8178711,-40.75657654,5,3.167789252
2019-12-1000:39:17.434,175.0595093,-40.0456543,29.10989189,3.168007054
2019-12-1111:00:46.829,178.3527527,-39.12111664,30.43066025,3.168934567
2020-03-1019:28:47.958,173.3958893,-40.43005371,167.1287994,3.169087602
2019-10-1123:33:24.511,176.4994507,-37.30832672,307.5423889,3.170660221
2019-06-1900:48:58.576,172.8141327,-41.5146637,75.85774994,3.171544814
2019-06-2718:31:22.061,167.5059052,-44.84219742,5,3.171891957
2020-03-3004:27:26.463,172.7848053,-42.66082001,10.70503712,3.172981056
2019-09-1004:09:19.407,166.0294342,-46.34909058,5,3.173152987
2020-03-1023:44:18.056,176.8022919,-39.82267761,31.01838875,3.175908046
2019-11-0721:26:52.565,177.3029327,-37.75731277,37.66542816,3.176146569
2020-04-1301:22:19.591,177.8522186,-38.91999435,29.04517174,3.176263441
2020-05-2819:00:02.856,174.9719849,-40.47358704,30.98146439,3.178498908
2019-10-1101:13:46.034,177.161499,-37.47642517,5,3.178534917
2019-06-1518:14:37.133,178.4258423,-35.51917267,193.9536285,3.17974153
2020-02-1103:54:25.459,172.8634949,-41.94338608,42.62251282,3.180931459
2020-05-2505:38:13.033,174.9480286,-40.42545319,26.59413719,3.181257328
2019-10-2503:07:06.245,167.2033539,-45.10221863,52.88299942,3.182347386
2019-06-0507:32:25.128,166.0133972,-47.31652069,5,3.182880821
2019-07-2621:17:07.679,166.9072113,-44.55090714,5,3.182899726
2019-06-0505:17:54.973,174.9431152,-39.06417084,199.8516083,3.183164425
2020-01-2009:38:38.522,179.7578888,-37.29816055,12,3.184216272
2019-06-2201:19:16.274,172.3534393,-42.28630066,5,3.184838781
2019-06-0407:43:21.474,176.1893921,-38.45386887,3.977188349,3.18569286
2019-06-1917:46:05.813,177.138855,-37.53455734,5,3.186143051
2020-03-1205:51:59.132,173.5940094,-41.1912384,62.26311874,3.188228355
2020-04-1408:33:30.611,177.8375854,-38.57518387,17.9965477,3.188249568
2019-08-1216:49:11.216,167.7898712,-44.56404877,5,3.188510781
2019-11-2315:48:52.616,175.7398376,-40.23738861,32.40105438,3.188583915
2020-03-1002:51:49.902,172.7272339,-43.53466034,6.62259531,3.188728878
2019-06-0919:10:11.104,176.2471619,-38.20523834,142.2965698,3.188777932
2020-01-1113:56:45.473,171.8987427,-42.93161392,5,3.189146905
2020-05-2609:10:57.515,172.4754486,-41.72274017,8.810519218,3.189151684
2020-03-1213:20:14.259,176.561554,-37.42054367,194.8339844,3.18961601
2019-09-3012:43:34.214,178.578186,-35.83304977,5,3.189737034
2019-10-0307:46:16.110,175.0195923,-35.79643631,5.042007923,3.18980595
2019-07-3023:16:37.383,-179.9189758,-36.65432739,33,3.192662609
2020-01-2111:03:13.895,177.2343903,-36.96735382,12,3.192843588
2019-09-2322:47:51.947,177.2995453,-36.38162231,5,3.193694266
2019-06-1917:33:15.662,177.0979767,-37.5018425,8.079084396,3.195793682
2020-02-2307:24:59.284,173.4909515,-41.21115112,73.04534149,3.196499846
2020-04-1111:55:10.415,178.7520599,-40.59315109,33,3.196653298
2019-06-1921:19:55.551,177.1455383,-37.5185051,9.699502945,3.19675278
2020-04-0918:35:26.353,178.3307648,-35.91183472,213.7731934,3.198362876
2019-08-1821:53:08.684,172.9948425,-42.85590363,9.552327156,3.19866676
2019-09-2622:31:53.857,168.3252258,-44.38102722,5,3.199633407
2019-08-2805:06:12.452,177.2198029,-36.80339432,272.0446167,3.199667773
2020-03-3121:33:25.041,167.1374817,-45.13336945,5,3.200503221
2020-05-2913:41:18.377,174.9731445,-40.44751358,30.71335793,3.201002266
2019-06-2422:07:32.971,176.967392,-37.88851547,2.47157836,3.20149803
2019-12-1209:18:42.419,174.2185059,-40.42204666,43.81383896,3.201608297
2019-08-1610:14:36.330,177.1969604,-37.01362991,12,3.204225561
2020-02-0505:45:28.547,179.2179565,-35.9808197,174.3662109,3.204728483
2019-06-0823:43:53.569,168.0772552,-44.30734634,5,3.205004482
2019-07-2612:07:58.557,176.1361694,-40.26734543,27.55137634,3.205743212
2020-02-0105:09:20.287,170.1622925,-43.63887787,0,3.205796516
2019-12-2601:36:31.805,176.7227936,-39.67000961,23.65661621,3.206973294
2020-01-3023:11:05.939,178.8467712,-36.87356567,12,3.207195369
2019-10-2807:37:11.504,176.9249115,-37.84802246,3.856018782,3.207509454
2020-02-0506:15:51.885,177.4364319,-36.73759842,187.2862091,3.208105498
2019-07-1516:31:23.203,174.1927185,-41.78607178,10.61773014,3.208440709
2019-12-0205:50:50.030,179.4190826,-37.69821167,12,3.208829547
2020-04-0320:52:15.002,172.7764587,-43.53452301,6.610325336,3.209313404
2019-08-1210:38:48.442,167.944397,-44.54881668,5,3.209495273
2020-01-2414:16:46.512,178.8890076,-34.98216248,182.350708,3.210310432
2019-06-2307:29:33.540,177.1500549,-37.57313919,3.878094912,3.21093621
2020-02-0706:04:05.831,174.1800232,-41.72655106,11.13597298,3.210961705
2020-02-2813:25:35.953,175.6731262,-38.41078186,145.3935394,3.211558112
2019-09-1001:00:43.702,178.1807861,-35.97953415,203.3985443,3.211589799
2020-02-0305:00:38.159,177.8616486,-35.8976326,218.6458893,3.211887796
2020-01-1211:05:02.538,174.4558258,-40.15887833,12,3.212337254
2019-07-0807:47:55.984,179.1218567,-35.38491821,12,3.212407302
2020-02-2121:12:35.069,174.1114502,-38.73430252,7.553769112,3.212650002
2020-04-2821:18:52.204,178.8821259,-35.23025131,260.6306458,3.212772586
2019-10-2621:14:16.132,174.2368622,-41.64572906,11.38743496,3.213758341
2020-01-1520:31:53.178,177.0669708,-37.63357925,5,3.214149284
2019-07-2615:27:03.804,178.8076935,-35.58581161,269.0333862,3.214531151
2019-08-0816:08:49.720,174.8565979,-39.01784134,201.8279419,3.214641362
2019-07-1119:31:46.590,178.0706787,-36.6398468,151.854538,3.2148247
2019-06-0817:28:32.753,168.1711884,-44.35051727,5,3.215084858
2020-04-1219:42:04.255,-179.4764557,-37.67958832,33,3.215142941
2019-10-2808:03:29.070,177.5296021,-36.65953445,185.3571777,3.216636438
2019-08-2704:05:32.610,174.4494324,-39.20399094,13.49888134,3.217222481
2019-06-1922:45:29.106,177.1343536,-37.5161705,5,3.217294135
2020-01-1214:16:36.011,174.1917114,-40.50003052,59.10004425,3.217560811
2020-01-2008:41:00.122,172.9504089,-42.61466217,34.96071243,3.218274287
2020-05-1714:20:23.335,174.7504578,-41.43867493,22.84924316,3.218302623
2019-06-2203:40:21.670,177.1418304,-37.52655411,5,3.219215342
2019-07-3006:44:52.279,173.7282867,-42.2167244,6.980504036,3.220978579
2019-06-2001:51:07.127,177.1518402,-37.55115509,5.352771282,3.22122202
2020-01-1401:24:21.234,178.905899,-38.10065079,31.62830544,3.221758724
2019-08-1211:15:57.732,167.8679199,-44.54153061,5,3.221951353
2020-05-0202:16:00.655,177.3059845,-37.90006256,38.27766418,3.223163196
2019-06-2009:05:21.689,179.2264099,-37.02134705,12,3.224103166
2020-02-1213:56:16.331,178.4205322,-36.27795792,33,3.225978172
2020-03-2003:48:57.234,179.5618896,-34.76535416,263.9476624,3.226003434
2019-06-0820:24:46.525,176.8662415,-39.68552399,39.2541008,3.226363098
2020-02-2312:24:07.838,165.8569489,-46.70029068,5,3.226597065
2020-04-0704:22:25.258,177.5126038,-37.17766953,27.66644859,3.226715938
2020-01-2615:41:13.236,-179.1512299,-35.78019714,33,3.22703356
2019-09-1715:10:29.139,174.6371613,-40.56163406,5,3.227205611
2020-01-1401:32:50.206,177.2775116,-37.11027527,150.7131958,3.227583621
2019-07-0216:50:33.760,-179.7378387,-36.40499115,12,3.228171311
2019-12-2912:05:55.937,179.3768921,-35.01436996,190.3994446,3.228675621
2019-09-2301:43:12.722,171.361618,-42.70282745,8.78378582,3.228961949
2019-08-0804:09:12.119,172.5859833,-41.19161606,111.4652634,3.229282764
2019-07-1315:17:12.137,175.9910126,-38.77800369,5,3.22958007
2019-07-0818:38:16.225,166.2345276,-46.34334564,5.389999866,3.22983268
2019-10-1921:15:58.908,179.006958,-35.656353,128.4731598,3.230441646
2019-08-1900:12:55.855,177.7754517,-38.9208374,9.17701149,3.231436316
2019-11-2302:18:13.568,176.651886,-38.58830261,52.78630447,3.231671421
2019-07-0216:21:37.008,178.0935974,-36.16650772,170.1164856,3.2334941
2020-02-0911:31:46.062,174.097168,-41.75940704,11.57604885,3.233645111
2019-10-0408:10:18.693,177.8837891,-38.55529404,18.04609299,3.233720284
2020-05-2613:04:16.865,179.0411987,-37.27682114,12,3.234274659
2020-02-0816:37:11.946,179.4846191,-35.7876091,33,3.23456491
2020-01-2612:09:42.410,174.3560028,-40.14536667,12,3.2346627
2019-08-2611:26:47.466,179.3012695,-35.71940231,12,3.234822422
2020-03-1620:41:04.512,179.6888885,-37.09793472,12,3.237165135
2019-10-0212:21:08.938,177.7650757,-39.09627151,19.03122902,3.238179901
2020-02-1514:16:13.047,175.8362427,-37.99422073,264.7224426,3.238372695
2019-12-1620:43:42.490,176.8590546,-39.77822876,32.32865143,3.238726578
2020-03-0601:10:24.788,179.8110504,-37.71551514,33,3.239448131
2020-03-1323:41:18.246,174.9398193,-38.98819733,201.6494751,3.240754683
2019-08-2310:22:31.294,177.1448059,-39.60536194,21.26193047,3.241946602
2020-04-0108:51:11.910,174.3694153,-40.14307022,12,3.242482329
2020-05-2720:21:50.716,178.3673401,-38.25715256,5,3.242498259
2019-11-2306:00:09.263,177.9093781,-36.62773514,149.5712433,3.242755824
2020-03-2202:27:01.419,179.6367493,-36.98901749,12,3.242976297
2019-12-1114:51:19.569,179.1784515,-36.00020981,154.6577148,3.243666759
2019-08-1520:27:56.751,178.4333038,-35.62120056,148.5279999,3.244600726
2019-08-2104:06:07.913,172.5025177,-41.72821045,5,3.245284642
2020-03-2904:09:36.682,174.0667572,-41.75078201,9.138411522,3.245799985
2020-03-0719:53:31.546,167.3409271,-44.85168076,24.55531311,3.246751538
2019-10-2123:39:16.268,176.8171234,-37.16776657,191.9629211,3.247599908
2019-08-3116:16:23.526,176.7292328,-37.18743134,255.3571777,3.248531642
2019-06-1011:52:17.191,168.093689,-44.30922699,5,3.248583163
2019-12-1900:29:39.819,174.1174774,-41.85624313,9.922164917,3.248715778
2019-07-0904:40:58.473,178.1634064,-35.61754608,12,3.248980567
2019-10-1514:23:22.159,174.1999359,-41.73545837,15.36783504,3.249968028
2020-03-2500:34:50.237,179.0525055,-37.15235519,12,3.250058976
2019-07-0111:29:21.488,178.9354248,-35.99560928,139.6490631,3.250536389
2020-02-1716:39:54.968,178.810791,-38.28359604,31.45023727,3.251055615
2020-03-2309:22:09.880,177.9710388,-36.15402222,196.6848755,3.251304947
2019-10-0721:50:47.198,177.7605438,-39.11388016,20.54872131,3.25165646
2019-07-2913:51:08.658,172.9070435,-42.47872925,33.37721634,3.252287275
2019-09-0414:56:07.598,176.9375305,-36.93952942,285.6385803,3.254468525
2019-07-0702:30:59.581,175.8585968,-41.09250259,25.13903427,3.25543283
2020-03-0603:32:37.020,173.4196472,-40.32368851,178.4641113,3.255542052
2019-10-0105:41:11.352,177.7868805,-39.10136032,24.76065063,3.255682481
2019-09-2416:05:20.089,177.4430237,-36.68470383,206.0263824,3.256514745
2019-06-1609:44:34.721,177.8513336,-38.59583664,16.45793152,3.260055738
2020-04-0905:48:18.294,179.7367401,-37.32098007,33,3.260977689
2020-03-0518:03:15.786,178.2888489,-35.62034988,236.3460541,3.261126066
2019-12-1212:11:08.199,177.5488434,-38.55500031,33.55114365,3.261301507
2019-12-1319:44:28.056,174.9255829,-39.97126007,57.33584976,3.262136179
2019-11-0813:19:23.976,176.5197601,-38.81774139,44.41605759,3.262402838
2019-06-2202:55:35.930,177.3709564,-37.37186813,10.55035496,3.262836306
2019-07-2702:32:07.765,172.4717407,-41.2166748,205.781723,3.263084015
2020-05-3023:27:25.764,168.484024,-44.22292328,5,3.263408717
2019-06-1604:54:12.994,177.8570862,-38.57880783,18.19985962,3.264478304
2019-10-2904:20:35.432,166.0014801,-46.25975037,5,3.264690901
2019-09-1818:35:04.471,176.390152,-37.81447983,172.9429016,3.26487045
2020-02-2515:33:15.042,-179.6305847,-35.29121017,180.2033844,3.265021966
2020-04-2306:33:39.141,179.6082306,-35.51096344,303.4298401,3.266196874
2020-01-2820:39:43.113,175.4895172,-41.01877213,17.86172867,3.266291992
2019-12-1614:10:49.146,179.3655853,-34.94809723,304.5707703,3.266406906
2019-11-1015:00:06.725,178.8592987,-40.26800156,33,3.267344972
2019-07-0223:30:26.783,178.1342926,-35.88927841,253.0672455,3.267543011
2019-10-0208:52:15.757,173.554184,-40.21130753,179.6376801,3.268216287
2019-11-0916:16:41.352,176.449646,-40.25289536,19.76053047,3.268812724
2019-06-1920:50:53.270,177.1549377,-37.5437355,3.254709005,3.269049358
2020-02-0217:31:48.159,174.7690277,-40.73444748,29.457407,3.269389717
2020-04-2400:34:53.659,177.7098389,-38.44046783,28.91412163,3.270125502
2020-01-1519:12:09.885,166.7629547,-46.38658905,5,3.27013143
2019-11-1310:09:15.689,178.747879,-37.27973175,27.99388695,3.271379225
2019-10-0506:21:11.607,179.1394348,-35.70177078,12,3.271524598
2019-11-1515:34:04.599,168.7001953,-44.68108368,2.670262575,3.272057909
2019-06-0317:26:25.940,167.3638458,-45.17248154,12,3.272083955
2020-04-0704:25:26.596,167.2314453,-45.13529968,45.3828125,3.272103869
2019-12-2901:34:10.271,177.3292847,-37.90299606,34.45096207,3.272430856
2019-12-0604:43:23.773,177.4707489,-36.97130585,158.0187073,3.274844616
2019-06-2813:40:20.747,177.9684906,-36.311203,188.0974579,3.274905685
2020-04-2819:17:26.000,176.1579437,-37.86834717,180.216217,3.274965317
2020-01-2609:29:15.633,-179.26297,-35.85866165,33,3.276029646
2019-06-2723:30:37.217,177.1552734,-37.52990723,6.835557938,3.27663021
2019-07-1321:14:12.012,175.9191589,-38.83629608,7.985201359,3.278620044
2020-03-1804:28:10.701,176.1971436,-37.6339798,254.6804962,3.279170718
2020-05-2500:57:04.266,174.9612274,-40.4533844,33.6319313,3.280015369
2019-11-2212:02:34.950,166.0297089,-47.28957367,1.913495898,3.28045793
2020-05-1316:58:34.914,178.2569885,-35.48532486,272.2086792,3.281237532
2019-12-0110:06:35.796,177.0441284,-36.79965973,234.3091888,3.281267675
2020-01-1521:16:57.342,178.3139496,-35.72933197,181.2664795,3.281748548
2019-07-2214:04:22.660,169.5618591,-44.00465012,5,3.283126516
2020-04-1005:23:44.640,179.7871399,-36.97960663,33,3.283189656
2020-01-1400:20:46.708,179.7139282,-37.07851791,12,3.285837886
2019-12-1720:29:21.198,173.6267548,-40.27534103,153.020813,3.28630779
2020-04-2721:20:41.636,173.8068237,-40.39773941,5,3.286759964
2020-03-0215:57:20.407,167.6891174,-44.96949005,33,3.287204291
2019-06-0813:22:32.214,177.6477814,-36.69108963,175,3.287963518
2019-08-2614:35:41.403,171.4538116,-44.33660507,9.807505608,3.289386736
2020-05-1808:15:10.630,-179.8307495,-36.65099335,33,3.289799936
2019-09-0601:31:48.709,175.9306488,-38.85526657,5,3.292342552
2020-02-0619:46:06.004,178.2875214,-35.95094681,160.793808,3.292386122
2019-06-0817:21:55.043,168.1531525,-44.32692337,5,3.294962605
2019-12-0904:33:14.920,178.2676086,-35.71034622,187.7769775,3.297170815
2019-06-2421:38:39.171,176.9625244,-37.87625504,5,3.29728226
2020-01-1516:09:06.519,177.0561829,-37.62011719,5,3.298609097
2020-03-3113:36:37.611,179.6431732,-34.55784988,261.6591492,3.298836235
2019-06-1922:48:42.534,177.1393585,-37.55305862,3.717257261,3.299235319
2019-11-0919:07:50.989,177.9031067,-36.21689987,170.3636169,3.301503882
2019-07-0516:57:39.586,174.3379211,-39.75627899,111.8555298,3.301934025
2019-07-1919:47:03.645,172.7786255,-42.68283081,5,3.302609023
2019-06-1808:03:00.302,178.9601746,-35.41760254,177.8011475,3.303044513
2019-06-1714:55:10.070,177.8383942,-38.38283539,21.51792526,3.305010559
2019-08-0609:38:32.409,166.9376373,-45.00510406,5,3.305396183
2020-05-3011:40:01.029,165.9968719,-47.2846489,5,3.305529616
2020-03-1715:35:10.255,173.3425598,-42.39953232,5,3.307010694
2020-01-1920:04:28.060,170.7792358,-43.11258316,5,3.307646404
2019-11-1903:21:51.927,176.7451935,-37.27449417,210.8747406,3.307680686
2019-12-3005:02:00.787,178.2220001,-37.23413086,25.65968513,3.308537858
2019-08-1210:58:02.824,167.8375244,-44.51716232,3.998464823,3.308624686
2019-06-2609:46:17.464,178.522644,-34.80903244,33,3.309888926
2020-05-2607:15:01.295,174.9836273,-40.4446106,32.19953537,3.310314232
2020-03-0211:35:06.747,179.8899689,-36.1389389,12,3.311614549
2019-11-2918:17:25.398,167.5315552,-44.83321762,5,3.312231025
2019-08-2317:30:24.368,176.1051636,-37.92462158,259.2400208,3.313212398
2020-02-0417:24:14.989,176.0037079,-37.80185699,265.1497803,3.313500608
2020-04-2920:11:29.353,179.8479156,-36.51741791,102.4844742,3.313988143
2020-03-1006:19:42.652,174.514679,-40.17910767,49.14595413,3.314313756
2020-01-2410:14:47.976,-179.5109253,-35.67076111,154.584259,3.314428319
2020-04-1705:38:23.822,179.4039154,-39.10855484,33,3.314647204
2020-05-2423:17:19.358,174.9628754,-40.43561554,28.44877625,3.31481264
2019-06-2119:07:39.408,179.1200256,-34.92435837,190.2988434,3.315987367
2020-04-2004:37:31.754,-179.9508057,-36.16033936,12,3.317087298
2019-06-1606:52:12.621,173.8111572,-39.91306305,205.3068542,3.317759831
2020-01-2100:03:16.357,174.7752686,-39.28453064,17.4381237,3.31797022
2020-01-0801:46:18.607,176.4164429,-37.82811737,169.5681458,3.320184313
2020-05-0915:36:34.632,174.6188812,-39.56997681,109.0529327,3.321386157
2020-04-2602:55:05.697,170.8842621,-43.25341034,5,3.322077172
2019-10-2920:18:26.613,175.9696503,-39.27344131,44.52638626,3.322693237
2019-06-1407:05:28.195,177.2328796,-39.28462219,28.48516655,3.322780902
2019-08-3005:36:10.716,176.3476105,-40.31040192,22.62609291,3.32286859
2020-04-2509:17:19.213,174.3833008,-40.13656616,12,3.323438902
2020-03-2312:35:32.514,176.186264,-40.31532288,40.27544022,3.323903648
2019-09-2322:50:18.860,177.252655,-36.46694946,5,3.324086846
2019-11-2501:40:47.423,179.137207,-36.80475235,12,3.325223908
2020-02-2903:29:25.549,175.4770508,-40.33940506,35.42513657,3.327977585
2020-04-0401:31:56.761,174.7537079,-39.83534622,103.5261002,3.328635325
2020-03-3101:13:52.886,173.7112122,-39.21085739,5,3.331806734
2019-10-2615:31:42.787,170.8848114,-43.23854828,5,3.332938874
2019-07-0609:15:45.932,175.8859863,-38.80569458,5,3.332958072
2020-03-1112:40:34.151,175.8524628,-40.3228302,29.28713036,3.333794638
2019-06-1021:52:43.413,165.6569977,-47.8611145,12,3.336638036
2019-06-2803:53:26.410,177.7618103,-36.25005722,160.7372131,3.337399187
2019-11-1420:38:54.435,177.2420959,-37.01604843,182.5682678,3.33751546
2019-07-1503:01:56.870,175.5518951,-38.41596222,157.0725403,3.337898812
2020-05-2419:58:26.328,174.9411163,-40.43003082,28.1239109,3.33831461
2020-05-2812:53:56.127,174.9839935,-40.42843246,33.52013397,3.338508902
2019-10-0708:57:33.017,177.2566986,-39.71647263,23.6533947,3.338870739
2019-06-2614:01:05.351,174.8154755,-39.23137283,21.92773438,3.339347215
2020-05-2419:58:26.444,174.9527893,-40.43804169,26.96475792,3.340043687
2019-09-0508:17:45.471,173.4880981,-40.22343445,171.2653351,3.340095879
2020-04-2015:01:53.053,179.3421478,-35.15177155,221.5106506,3.340098833
2020-04-1801:12:11.018,172.209549,-41.73423386,5,3.340477649
2020-03-0905:39:46.815,179.154129,-35.38970566,212.3873901,3.341686395
2020-03-2515:59:31.835,179.6290588,-35.89846039,12,3.341871471
2019-09-1517:37:27.567,176.8435974,-39.29889679,22.65435028,3.341892296
2020-01-1605:17:59.158,177.0699615,-37.5880394,5,3.342680526
2020-02-2907:21:22.927,179.3957367,-35.8494072,12,3.344234423
2019-06-0403:38:12.636,177.3747559,-37.48415756,5.0102911,3.344276927
2020-01-1508:20:34.909,178.5091248,-36.14838409,132.5206909,3.345212397
2019-10-0807:54:35.636,179.084671,-35.13334274,196.3714294,3.346713907
2019-09-1609:35:15.102,174.1980438,-39.46409607,200.054718,3.348227279
2019-09-0118:52:44.772,179.8847198,-36.442276,12,3.349586146
2020-01-1516:09:29.685,177.087616,-37.62851334,5,3.349863482
2020-01-0823:40:07.207,177.5192871,-37.79813766,27.1269474,3.350045893
2020-03-2708:47:53.996,174.3022766,-41.66255951,12,3.351567694
2019-09-1306:33:25.827,172.1029053,-43.18209839,6.141376019,3.351995585
2020-03-1900:58:28.343,174.0867615,-39.70704269,162.246933,3.352283207
2019-08-0119:40:37.412,177.0137024,-37.81954956,3.651686907,3.352660537
2019-10-0810:03:04.366,179.8949738,-35.02487183,379.1448364,3.353762036
2020-02-1423:09:20.207,176.9274445,-36.90763474,238.5805054,3.354195974
2020-05-2502:18:27.221,174.9684753,-40.43062973,29.0130558,3.355645096
2020-05-2511:04:17.112,174.9712372,-40.4341774,29.61824989,3.356245927
2020-03-1610:52:43.336,177.9941711,-38.50028992,24.72045326,3.359006744
2019-06-1507:54:51.063,172.7513733,-41.27361298,129.7487488,3.359729535
2019-11-1510:54:51.994,173.7613678,-39.65698624,13.80686569,3.360363826
2019-07-0501:49:33.497,179.2966766,-35.8252182,133.0066986,3.360656995
2020-03-1906:38:04.556,172.9319611,-42.08550262,35.13520813,3.360882377
2020-01-2618:34:38.013,-179.135788,-35.79175949,33,3.361446836
2020-01-2606:51:29.344,-179.1452637,-35.81880569,33,3.361711372
2020-03-1514:53:20.992,179.7222595,-35.04621506,12,3.363096462
2019-07-1321:35:00.317,175.9192963,-38.82990646,5,3.363107782
2019-06-1015:00:34.469,168.0733032,-44.30864716,5,3.363187661
2019-08-2212:27:01.624,176.8062592,-40.76523972,25.64556122,3.363192918
2020-05-1414:14:26.905,179.6574249,-35.37860489,257.4933472,3.363770886
2019-10-2409:48:37.206,176.5513458,-37.43334579,203.1931152,3.365246826
2020-04-2316:40:45.450,173.4795074,-40.49159622,128.7996674,3.365251486
2020-05-2407:21:55.611,175.79776,-38.70849609,120.3281555,3.365660243
2019-06-2505:10:34.396,172.0320435,-43.10352325,5.170765877,3.366182296
2019-06-2201:36:34.298,177.1316376,-37.51554871,5,3.366325336
2020-04-1023:22:30.279,176.1505585,-38.7868042,65.9269104,3.367074267
2019-10-0409:59:59.606,177.792511,-39.10029602,22.29868889,3.367576431
2020-01-2715:29:02.445,-179.2250366,-35.53770447,33,3.368373437
2019-11-2110:27:25.068,177.44664,-37.32570267,135.4045715,3.368864627
2020-04-2008:09:54.422,166.7770386,-45.31544495,12,3.369288233
2019-10-0105:47:23.725,177.77771,-39.11525726,20.86573792,3.369629269
2019-10-1703:07:57.932,177.3306274,-36.35779953,12,3.37117442
2019-08-0200:37:01.047,176.9788666,-37.81755447,5,3.371314237
2019-10-1222:03:50.842,174.0669556,-41.16387558,58.55450439,3.37208232
2020-05-1019:17:40.771,176.371994,-37.59304428,180.3011627,3.373895932
2020-02-1821:20:44.729,169.3760071,-44.50586319,5,3.374230197
2020-03-2416:31:14.712,-179.4199066,-35.01646805,126.8471603,3.374914543
2020-01-1605:13:33.635,177.0907745,-37.60490417,5,3.375200373
2019-06-2505:10:44.199,172.0267639,-43.09941864,4.184324265,3.375396564
2020-04-2300:42:51.328,178.7577057,-37.19242096,12,3.375464368
2020-05-1805:21:10.393,179.428009,-35.02500153,216.6411133,3.377342802
2020-03-0917:04:29.549,167.4443054,-45.12757111,100.9670563,3.378002046
2020-04-2808:42:49.437,174.1012878,-41.74002838,12.2272625,3.378416765
2020-05-3013:00:14.240,166.7382355,-45.23733521,12,3.378733419
2019-07-2211:28:28.969,168.4909668,-44.21992874,5,3.379211315
2020-04-2014:56:39.056,177.9580841,-35.84251785,209.3367157,3.38038047
2019-12-0621:37:54.528,177.7276611,-39.35686874,26.64978981,3.381679384
2020-05-1003:56:51.121,172.8768463,-42.66764832,9.649839401,3.381734901
2020-02-2400:11:25.928,174.6110382,-39.03012848,9.616885185,3.382482084
2020-04-2407:29:45.758,165.7196198,-47.40873337,33,3.382788718
2019-08-0214:14:39.717,177.5872803,-36.69530106,166.3356171,3.38294982
