origintime,longitude,latitude,depth,magnitude
2020-01-3119:51:25.426,177.3355103,-37.6365242,45.62765503,3.383302565
2020-02-1900:06:00.461,179.8686981,-37.31028366,12,3.384253302
2019-09-2902:26:09.718,172.7372894,-41.21369171,102.4923553,3.385486473
2019-08-3015:05:16.773,-179.8355408,-36.38327408,12,3.385903503
2019-09-2712:38:01.603,173.5651093,-40.68904114,5,3.386019295
2019-09-0106:46:16.192,173.0946198,-41.66193771,9.200234413,3.388152646
2019-11-0207:19:51.296,176.8010406,-39.7310524,37.64237976,3.388389339
2019-06-2104:00:13.713,167.7910004,-44.27736664,5,3.388677525
2019-06-2000:32:25.604,177.1333008,-37.54696655,4.698207378,3.388868657
2020-02-1309:50:48.501,165.7377472,-46.42148209,5,3.389397269
2019-08-2503:05:51.350,178.8285675,-35.49092102,12,3.39193778
2019-07-0600:22:04.779,178.5588837,-35.49202347,230.2116547,3.392978962
2019-07-2713:33:47.795,172.6027069,-43.61593628,5,3.397271992
2020-04-1008:21:09.290,173.7241364,-40.0494194,205.8577118,3.399439459
2020-04-2513:46:13.316,176.037384,-38.16678238,155.3053894,3.40065626
2020-01-2509:36:27.412,179.627594,-34.50149918,256.480957,3.400660886
2019-09-2900:07:39.839,178.2419128,-35.67430115,5,3.400746547
2020-05-0409:02:05.423,166.0141602,-46.44841766,5,3.400867736
2019-08-0104:13:51.032,174.4394531,-41.56092453,12,3.401045782
2019-12-0410:12:27.871,167.1990967,-45.99655533,11.84387684,3.401754467
2019-12-2216:00:49.060,175.9973602,-38.13430023,201.718811,3.402512994
2020-05-1110:32:03.312,178.5383606,-38.21472549,19.52220917,3.402818939
2020-01-2613:57:39.025,-179.0587921,-35.95836639,33,3.403540263
2019-12-2406:57:02.833,179.1199188,-37.02718735,12,3.403634444
2020-03-0610:41:16.748,179.9363403,-35.98127747,12,3.404592458
2020-03-0815:53:00.298,-179.3229218,-34.20667648,12,3.405232565
2019-08-2612:27:53.917,168.1178589,-43.27793884,5,3.405695691
2019-06-0916:11:34.168,168.141037,-44.33110046,5,3.406144874
2019-08-0110:38:29.056,167.552475,-44.92489624,56.66490555,3.40642346
2019-06-1916:00:10.074,177.1225586,-37.53419495,5.427519321,3.407599361
2020-05-0918:12:03.750,179.4118958,-35.74664688,155.4099731,3.408698014
2019-08-1304:52:52.543,167.836441,-44.53529739,5,3.41154362
2019-06-1916:01:32.322,177.1166992,-37.5620575,5,3.412941633
2019-07-2707:14:31.442,178.7006836,-35.51305008,210.0018311,3.414484444
2020-05-1409:31:23.085,179.9691467,-35.37483597,185.1750336,3.416179316
2019-06-1916:42:17.753,177.1258698,-37.56167984,5,3.417847507
2020-03-2808:08:36.267,179.6596069,-37.77625656,12,3.417856113
2019-10-1805:13:54.272,177.7879639,-34.81158066,216.620636,3.418720349
2019-11-2620:16:36.029,174.521225,-39.84621048,122.0846176,3.419516922
2019-08-0808:58:20.085,179.4390411,-38.9925499,12,3.419982431
2020-04-1710:39:08.406,177.6304321,-37.02119827,135.6075439,3.420380828
2020-03-0520:19:25.514,165.9756775,-45.77510452,12,3.420567233
2019-09-2814:34:02.481,178.0494232,-38.46504593,17.36824799,3.420812281
2019-09-2211:23:17.245,178.8990936,-35.37877655,163.4044189,3.421683255
2020-03-2614:53:02.425,178.8977203,-35.16070557,229.3710175,3.422115841
2019-12-1720:56:18.657,178.8462067,-36.07985687,202.3665314,3.422473676
2020-04-0321:32:02.993,178.541626,-35.25529099,12,3.422999605
2019-06-0907:31:37.071,174.7839203,-39.21577454,19.37999725,3.423197498
2020-01-1311:25:16.284,179.7958679,-37.1150322,12,3.424610134
2020-01-2206:26:05.502,178.5690002,-35.45021439,12,3.425687786
2019-09-3015:31:22.962,178.1926117,-35.66690826,5,3.426014656
2020-05-1818:22:44.874,177.9063416,-42.02663422,33,3.427286301
2019-12-2913:20:21.374,178.6641846,-39.33882523,33,3.427832198
2019-09-0617:53:52.377,177.6413879,-36.60925674,162.2648926,3.428522235
2019-10-3120:05:37.510,178.2064667,-37.65155411,29.66577721,3.429235769
2020-04-1614:34:46.577,173.6789246,-41.33998108,66.16065216,3.430084843
2019-11-1212:05:17.247,176.4538727,-39.77692795,13.40627956,3.431164811
2020-05-2914:44:42.113,174.9844513,-39.29755402,108.6901855,3.432037615
2020-05-0610:36:07.263,171.9980469,-43.21140671,5,3.433951063
2019-07-1412:27:33.423,172.7150879,-43.49308014,3.946603537,3.434438064
2020-02-0109:52:02.668,-179.7034302,-35.83235168,249.975235,3.434658531
2019-08-1210:43:25.727,167.8560791,-44.55154037,5,3.435070421
2020-04-2807:13:11.863,178.847702,-34.85560226,255.2962036,3.436325819
2019-10-2423:47:57.670,174.5602112,-40.00089645,20.67473221,3.436356022
2020-01-2809:48:43.768,-179.2049866,-35.44036865,33,3.436682753
2019-07-2607:33:42.284,166.0350342,-46.1397934,5,3.439479369
2019-10-2106:50:29.548,170.8999023,-43.22890854,5,3.439640254
2020-04-0101:32:55.220,173.8891296,-40.27131271,5,3.439720412
2020-01-1111:50:23.937,173.2499084,-41.34896851,83.87784576,3.439912097
2019-12-2221:58:57.037,166.2425995,-45.91407394,12,3.440019686
2019-06-0708:54:08.906,166.4360809,-46.08879471,12,3.440748596
2019-12-0118:12:53.053,177.5610046,-36.93186188,147.5066528,3.44181403
2019-12-2204:42:15.648,170.2138519,-43.5928688,5,3.441985248
2019-11-1604:33:00.765,174.272995,-41.6792984,5,3.443200783
2019-11-1402:38:43.030,173.7399139,-42.24862671,9.419047356,3.44549642
2019-12-2823:19:48.840,176.3239136,-39.04552078,63.7694931,3.446533921
2020-04-2507:22:29.803,174.3662567,-40.14610291,10.23434162,3.446830028
2019-09-0821:50:26.511,176.1461792,-38.43769455,122.3915176,3.451849583
2020-01-2416:47:20.579,178.5934753,-38.21556854,22.14482498,3.451856704
2020-03-0712:28:08.352,178.8914795,-34.64147186,12,3.45295134
2020-01-2010:10:08.083,173.7941589,-40.98373795,58.13848495,3.453882265
2020-03-0211:33:58.674,-179.8238068,-36.23770142,12,3.457392615
2019-08-0708:47:15.001,169.0633087,-43.8938446,1.426801443,3.460019538
2019-10-2405:39:23.944,167.468811,-44.66698456,3.945417166,3.460293507
2020-05-3011:03:28.856,174.9605103,-40.45241928,30.5814991,3.461238559
2020-05-1706:16:16.763,-179.5379944,-35.30780792,211.6830597,3.462398428
2020-04-2309:36:48.141,178.7171326,-35.34809875,223.7448883,3.46343352
2020-03-1902:36:33.982,178.0305939,-36.01768875,168.6564178,3.463903447
2019-08-1702:53:14.242,168.1935577,-44.501297,5,3.464656203
2019-11-0412:57:13.117,172.6906128,-41.21585083,127.4537811,3.464824679
2020-02-2812:38:01.639,174.1876831,-39.60421371,39.9886322,3.46636066
2020-05-2506:34:03.454,165.8249512,-47.49690628,5,3.466662974
2019-12-1607:37:39.211,166.0242004,-46.22785568,12,3.468640407
2019-12-0312:57:04.153,179.4595642,-34.66484833,265.4836121,3.471178767
2020-04-0115:10:39.639,167.4932251,-45.6536026,5,3.471300123
2019-06-0518:49:21.043,176.7516632,-38.04292679,5,3.471631879
2020-01-0721:47:16.789,176.9758759,-38.16556931,5,3.471802152
2020-01-1520:32:13.302,177.0470276,-37.61707306,5,3.471840393
2019-12-2016:29:41.520,166.0519562,-47.33123016,12,3.472265689
2019-08-2400:54:42.156,177.4940796,-36.99046707,158.9780579,3.474591186
2020-01-1605:09:23.428,177.0851898,-37.63087463,5,3.47572412
2019-11-0411:24:24.837,-179.7805481,-35.2829361,12,3.476214566
2019-09-2722:51:06.193,177.3561401,-42.52257919,33,3.477036357
2020-03-2514:10:09.474,176.6417389,-40.31714249,13.71463203,3.478932162
2020-05-2004:16:47.378,178.9047241,-35.83430099,263.6699524,3.479332089
2019-06-0903:28:50.885,172.3921356,-41.92269516,5,3.480933977
2020-02-2514:51:17.403,178.4734802,-38.18530273,15.48414707,3.482695294
2020-04-0905:00:07.391,179.1582031,-35.99100113,12,3.484391297
2019-10-1911:54:03.053,175.7409973,-38.62092972,137.8511047,3.484415484
2019-07-1400:19:50.323,175.8999481,-38.83227921,7.385549545,3.484945358
2019-09-2313:08:39.781,168.8321228,-44.53012466,5,3.485178206
2019-11-0905:49:52.862,176.2267303,-38.91354752,62.87590408,3.486521005
2020-04-2511:41:58.751,179.066391,-35.51750565,253.7158813,3.486805129
2020-01-2710:26:45.129,168.3390656,-44.51348114,5,3.487016139
2019-09-0407:40:20.697,175.9429169,-38.85118866,5,3.487432211
2020-04-2602:00:52.138,177.5963593,-36.97772217,105.4253082,3.487988381
2020-05-2704:58:34.815,173.6764374,-40.41959763,144.8293152,3.488204469
2019-11-2506:50:52.662,178.438736,-35.45148849,176.0404968,3.489315837
2019-12-0811:45:37.130,174.3235016,-41.6222496,10.52109337,3.490513059
2020-01-0912:50:54.244,178.9357147,-35.10522461,177.2029877,3.491885403
2020-02-0111:32:28.642,-179.3095093,-35.7538147,12,3.493014041
2019-06-3014:02:11.509,176.3012848,-37.69171524,188.2319336,3.49500444
2019-10-0314:18:01.467,168.2080841,-44.35723114,5,3.495540929
2019-07-2011:51:42.076,172.6121216,-43.55235291,5.920121193,3.498901782
2019-10-2015:45:47.619,174.009079,-39.02510071,8.887267113,3.500396312
2020-01-0811:47:57.428,179.532196,-33.36278915,300.5863647,3.50067347
2019-06-1504:19:50.071,165.6649628,-46.961586,12,3.502979175
2020-05-1820:07:57.474,174.6873322,-41.08573532,23.63026047,3.503137693
2019-08-1800:16:24.093,177.9387817,-36.14596558,159.5118256,3.504001034
2019-07-2003:27:34.869,177.0237579,-36.64058304,12,3.504268773
2020-02-2908:42:16.954,168.3163605,-44.59235764,5,3.508812426
2019-10-2320:21:33.812,174.0007019,-39.0214386,8.021964073,3.511775599
2019-12-2703:14:38.571,178.969574,-34.57921219,273.2672424,3.513202966
2020-04-2912:23:39.995,175.8629913,-40.60995865,22.68933678,3.513221528
2019-12-0907:39:45.899,178.7893524,-37.17809677,12,3.513748388
2019-12-1701:32:40.108,176.9223022,-37.08544922,250.9779205,3.515024161
2020-03-1312:34:03.552,179.651474,-36.59267426,74.68257141,3.515576064
2019-10-1618:42:53.935,170.8736725,-43.2441597,5,3.516400008
2019-07-1903:41:06.266,165.6081696,-47.48347473,12,3.516602287
2020-03-2016:48:34.630,-178.4777222,-34.6120224,12,3.5178408
2020-04-2912:27:11.141,175.8707733,-40.61481094,22.10464859,3.518498341
2020-01-2600:52:39.974,-179.2057953,-35.79201126,33,3.521169811
2020-04-0116:35:25.745,-178.9515991,-35.5402565,12,3.521445275
2019-07-0308:14:37.491,178.0101318,-36.00810623,189.5740204,3.524255384
2019-07-2720:09:38.150,178.4484406,-38.18321609,14.40141964,3.524901007
2019-11-0321:44:28.665,176.6009369,-37.92816544,125.765213,3.525754635
2020-03-2119:46:07.821,179.6666412,-37.08559418,12,3.526137675
2019-07-1822:34:42.858,177.4071045,-42.52203751,33,3.527015698
2019-09-2416:55:04.465,-179.5801392,-36.56126022,12,3.527041109
2019-10-2608:02:04.797,179.3464508,-36.94799423,61.69835663,3.527683558
2019-10-2901:13:46.687,165.9592438,-46.27685165,5,3.529250867
2020-02-1112:07:37.859,178.9497986,-35.27922058,163.9557037,3.530604651
2019-12-3101:43:06.700,173.9421387,-39.72354889,224.2775879,3.533480972
2019-11-0202:22:42.277,178.711731,-37.26404572,26.83260155,3.535546062
2020-03-2010:21:54.131,168.1090539,-46.73155846,15.3125,3.536486982
2019-12-1602:50:20.815,166.0995636,-45.31744003,5,3.538964828
2020-05-2511:35:17.490,174.9368591,-40.44261932,25.95484161,3.539099724
2020-04-0114:46:04.224,178.9289551,-35.62055588,12,3.53994479
2020-02-2610:36:02.688,178.8376465,-34.32968903,289.6594849,3.540054444
2019-10-0708:56:09.540,177.2728119,-39.7057991,19.81633949,3.540523238
2020-05-1423:01:03.864,-179.9097748,-36.65864182,109.9004669,3.540730448
2020-04-2104:18:37.268,179.1114502,-37.54239273,12,3.541816194
2020-05-0909:25:21.368,179.88591,-34.91903305,302.605011,3.5419149
2020-04-1516:33:18.418,179.6040649,-34.66040421,223.3296967,3.542241785
2019-08-2303:14:25.444,174.0980225,-40.59124374,65.57105255,3.542809108
2020-02-0815:40:26.471,178.5978394,-35.74512863,165.9975433,3.544307967
2019-06-2421:03:26.311,176.969696,-37.88002777,3.028760195,3.546139749
2020-01-3011:16:11.236,177.6064606,-39.41326523,33,3.546503903
2020-05-2423:54:31.164,174.9617004,-40.45512772,29.90263557,3.54680596
2019-11-1818:03:46.134,179.3617401,-34.10243988,188.0348511,3.547628641
2019-09-2918:51:02.530,174.5368652,-40.45389557,65.30667877,3.548354051
2020-03-0112:56:59.470,178.5914001,-35.43793488,215.0521393,3.549909174
2020-03-0714:41:40.961,179.9312134,-35.22508621,214.9199677,3.551356168
2019-09-0408:05:31.979,175.9165344,-38.84750748,5,3.55140334
2019-07-1812:20:33.839,174.254837,-41.62587357,9.197301865,3.552144399
2019-11-0718:59:30.950,166.6961365,-45.19150925,12,3.552392602
2019-09-1711:15:43.592,-178.9559174,-35.2849617,12,3.55365679
2019-06-0818:22:58.433,168.1259918,-44.30703735,5,3.554111501
2019-10-1823:08:39.707,173.7618103,-41.42546844,52.28992844,3.554134329
2019-06-1222:44:26.449,179.2536469,-34.90913773,187.9722137,3.554944257
2020-01-0322:01:08.308,178.2049255,-37.57757568,28.1128788,3.555394468
2019-06-0902:27:24.516,175.2389679,-40.93187714,21.23799515,3.558042677
2019-10-0120:07:35.371,176.7895203,-39.91654587,16.03570938,3.558072785
2020-02-2412:07:20.629,179.4924927,-34.72739029,251.8223572,3.558606283
2019-10-1119:33:57.850,179.519989,-36.03229141,12,3.559849699
2019-08-1211:05:05.382,167.8215942,-44.52729797,5,3.561660024
2019-06-0203:17:13.689,-179.3138428,-37.46722412,33,3.562580781
2020-02-0801:58:00.616,167.3327637,-45.21353149,62.61862946,3.56259997
2020-03-0314:06:33.621,177.4728851,-36.83010483,154.043335,3.563598676
2020-05-2018:26:17.309,175.7207031,-38.25904465,174.1267853,3.566474239
2020-01-0513:35:18.740,174.9469299,-38.98845673,211.6696014,3.568738941
2019-11-1620:19:37.124,178.8304749,-38.34904861,29.80769348,3.57317703
2020-04-1815:17:42.050,174.3575592,-41.65454483,8.911734581,3.577804357
2020-03-0311:32:57.747,169.560257,-44.47618866,5,3.578673932
2019-06-1906:14:30.812,165.7082367,-46.93181992,4.99268198,3.57877266
2019-11-2604:23:38.972,167.8982849,-44.55815887,5,3.579453337
2020-02-0912:52:03.640,165.9628906,-47.54047012,5,3.57951191
2020-05-2012:56:57.343,172.9572906,-42.61431885,10.49053574,3.579631546
2020-03-2309:27:52.122,177.7794647,-37.34186172,28.59367752,3.5799355
2020-02-0512:30:30.138,177.613327,-37.8236084,35.29203796,3.580659264
2019-12-1114:22:11.007,179.9883728,-35.18594742,12,3.582092362
2020-05-0408:36:53.222,166.2283173,-46.3306427,12,3.582460291
2019-10-0117:11:58.463,177.767868,-39.10715103,22.19183159,3.582659568
2020-04-2008:47:35.964,178.8761902,-34.06502151,12,3.583049368
2019-06-1409:46:22.958,178.2985382,-38.03848648,10.80799198,3.583706984
2019-09-0414:58:35.535,174.2593384,-41.34737778,21.95176315,3.584038978
2020-01-2603:00:16.983,179.0042419,-34.77262115,33,3.585127089
2020-03-1313:29:08.278,175.9811859,-37.81870651,264.9043579,3.585404773
2019-11-2704:36:05.515,179.2702026,-34.25453568,12,3.585606179
2020-04-1101:04:50.947,176.0676117,-38.0607872,198.1845245,3.586243089
2019-09-2106:14:15.068,167.458313,-44.96377563,74.54063416,3.586392189
2019-10-1215:05:48.458,177.2593689,-36.4108429,5,3.586859393
2020-04-1215:34:15.777,178.3424072,-35.45632172,209.3675079,3.58794787
2019-09-0810:44:17.697,179.8307495,-37.64241791,12,3.58933398
2019-06-2605:43:54.460,-179.3250122,-33.29273987,33,3.590482423
2020-02-2522:44:02.910,-179.6783905,-36.10228348,195.3344116,3.59069347
2019-09-1302:27:10.946,174.1513977,-41.7779274,14.60411644,3.592615871
2019-08-2811:01:39.075,166.9666748,-45.17280579,4.942323208,3.59293387
2019-09-1411:53:12.325,165.4716797,-48.87423325,33,3.59461576
2019-12-2403:03:45.806,176.1423492,-38.95375061,50.50421906,3.595008832
2020-04-2902:20:22.008,175.4302216,-40.70422363,22.10618973,3.595362579
2019-06-1208:54:09.106,179.3275757,-37.12136841,12,3.596558057
2020-02-1108:25:19.456,171.954895,-43.53479385,5,3.597290157
2020-03-0617:12:36.748,179.1577606,-34.09168625,187.4464874,3.598130426
2020-02-1811:53:08.918,175.3614502,-40.04866409,11.20453262,3.598739807
2019-06-2822:30:59.814,175.8807678,-38.67072296,132.4359894,3.59891461
2019-10-2708:03:40.223,177.6816711,-41.95264816,33,3.599044362
2020-03-2723:57:37.224,-178.8873901,-35.37374115,33,3.599447133
2019-07-0916:26:13.839,172.5424347,-41.82560349,62.58678818,3.600479292
2020-01-2805:33:09.589,178.1662598,-36.2310524,202.9159241,3.602011916
2019-07-1218:56:01.927,178.3852844,-35.68029022,202.8632202,3.602480051
2020-04-0501:19:55.745,179.5957642,-35.72324371,12,3.60346852
2019-08-0111:59:28.657,165.8131104,-47.62646484,12,3.604103475
2020-05-2420:06:22.510,174.9722748,-40.44234085,30.54879951,3.60576879
2019-07-0406:23:28.714,174.2613983,-41.62474823,5,3.606656241
2019-07-0816:36:03.963,-179.5552521,-36.06712341,12,3.606660656
2019-11-2322:05:37.274,174.2049866,-40.52083969,62.68889236,3.607365413
2019-09-0600:39:42.262,179.9307251,-36.46811676,12,3.612214348
2019-06-1304:50:40.504,179.7546844,-37.3217392,12,3.613888385
2019-07-2604:41:14.383,165.542511,-47.48086929,5,3.613974278
2020-03-3004:46:35.768,-179.5893555,-35.03909683,169.7060394,3.614654463
2019-08-1214:14:11.919,167.8021851,-44.55589676,5,3.615344592
2019-11-0602:16:39.242,170.8353271,-43.17774963,5,3.617242557
2020-01-2419:04:37.764,167.5206146,-44.9356308,92.26963043,3.617995046
2019-06-0912:59:29.658,168.1340332,-44.33980179,5,3.618076888
2019-08-1122:35:21.605,175.2797089,-39.25691605,19.64836693,3.618298953
2019-06-0222:46:27.572,178.1761627,-36.46124649,12,3.618731369
2019-08-2016:41:47.593,178.1861115,-35.78419113,237.2723999,3.620473433
2020-04-2112:28:05.442,176.1039124,-38.04138184,169.7941284,3.621834483
2019-10-0206:09:19.257,173.6769409,-41.38021851,43.02073669,3.62292536
2019-06-2019:18:37.169,175.5710907,-40.94713593,24.23646164,3.62345763
2020-04-1915:35:38.821,174.2378998,-41.66123962,12.16543198,3.624668806
2019-10-0111:24:48.806,177.760849,-39.09536362,20.82300186,3.625938759
2019-06-1119:09:05.507,179.2237854,-34.70517731,281.1679077,3.626621848
2019-06-1410:24:54.079,165.9253693,-45.5718689,12,3.628857485
2019-06-0303:41:08.560,176.8871613,-39.34181213,17.53674126,3.629051212
2020-05-3011:50:25.793,174.9892426,-40.44077301,33.44095612,3.633465413
2019-11-1817:38:21.754,179.780899,-34.96664047,204.7875061,3.633817617
2020-01-2114:36:54.969,179.6175537,-33.92752838,347.6146851,3.634139686
2020-04-0217:46:46.219,165.5831299,-47.18231583,5,3.63591598
2019-11-2215:45:40.993,-178.8505096,-35.61139297,183.0336914,3.63660615
2019-06-1804:22:16.739,176.7477264,-39.59005356,22.33412933,3.638213378
2019-11-2723:18:38.347,-178.784668,-35.77372742,12,3.638297047
2020-04-1803:19:36.373,172.6557312,-43.58927917,4.030671597,3.638392051
2019-07-0812:46:30.160,-179.0858765,-36.19626617,123.8402023,3.639254453
2020-03-1116:16:24.882,179.662735,-34.66123962,302.9772034,3.639701151
2019-10-1710:49:24.308,171.3613281,-42.70743179,9.88186264,3.639883722
2019-07-3003:10:17.902,177.5541382,-36.64844131,171.0458679,3.640673141
2019-07-1500:07:01.091,174.8112946,-40.73900223,31.0028019,3.641379842
2019-11-0400:05:22.275,179.4289856,-33.77561569,343.0376282,3.642843398
2020-05-1809:16:12.164,178.7396698,-37.15852356,12,3.643018515
2019-10-0721:25:42.713,177.778717,-39.08922195,21.67975998,3.643520164
2019-07-2602:06:44.834,176.6523132,-39.97206497,40.13839722,3.643849571
2020-03-1719:00:30.156,178.6606293,-35.44893265,222.0597382,3.645717772
2020-01-2721:32:59.382,179.0108643,-34.07512283,211.6016998,3.645722568
2019-06-1922:28:06.663,177.1624908,-37.54138184,8.346980095,3.650318951
2019-11-2211:18:04.274,176.6591339,-39.79573822,34.47839737,3.651270604
2019-11-1419:12:09.300,178.1597595,-35.30876923,208.7848816,3.652329586
2020-01-2112:07:26.312,168.3585968,-44.4585762,5,3.653232742
2020-05-0320:39:09.058,173.5811157,-42.09740829,25.84550858,3.655828987
2019-08-3003:15:13.102,178.2509308,-35.67595673,12,3.656804454
2019-06-2415:28:59.223,175.9582367,-38.77264786,5,3.65749791
2020-04-0408:51:31.576,178.8242493,-35.32587814,12,3.657679463
2019-11-1821:15:03.908,173.2604675,-39.96452713,12,3.659697592
2020-05-1014:29:58.010,178.1644897,-33.25815964,12,3.661032345
2020-02-0918:12:21.505,167.0826416,-45.26692963,26.08583641,3.66532584
2019-06-0815:44:37.204,168.1500702,-44.36536407,5,3.665378783
2019-08-0801:16:29.979,167.5608368,-44.93818665,53.74566269,3.666641925
2019-10-2306:10:14.000,179.4404755,-37.24865341,12,3.667482972
2020-03-2901:37:40.803,176.2484283,-40.36364365,27.64448929,3.667815736
2020-05-0617:01:31.886,-178.6339874,-33.40672684,160.1842041,3.66807062
2020-04-2611:10:12.960,-178.8716736,-34.52947617,12,3.669976292
2020-01-0419:31:49.336,178.6235199,-35.04154968,196.9643707,3.670073369
2020-02-2519:12:34.336,-179.2802582,-35.68583679,107.527565,3.670734936
2020-02-2000:30:44.118,174.0895233,-38.74240494,12,3.670834011
2019-11-0413:26:27.071,-179.7115479,-34.85492325,12,3.672817503
2020-05-0409:54:29.987,166.0485382,-46.3240509,12,3.674280438
2020-04-2523:01:56.196,179.8354034,-35.17923355,12,3.676037425
2020-03-2217:46:29.340,179.3427277,-33.89947128,375.0656738,3.67686662
2019-10-1117:46:25.658,179.109314,-35.8380928,12,3.676940301
2019-07-0810:18:21.944,177.8188782,-36.37759399,199.2862244,3.679655987
2019-10-3121:15:01.967,179.3115845,-34.69063187,285.4698181,3.680276128
2019-09-1204:59:27.200,179.6023865,-34.24298096,12,3.681587934
2019-07-0609:53:04.088,176.7006226,-38.14201355,4.243964672,3.682527266
2020-02-2922:38:26.945,179.2953644,-35.51660156,250.6095734,3.683876823
2019-06-2516:22:44.668,179.1559601,-35.4317894,205.5169678,3.684656019
2020-01-1800:37:41.529,-179.5228729,-34.80898285,12,3.684832549
2019-10-1001:54:20.139,178.3160095,-35.02846909,274.9076538,3.685718088
2019-09-0913:34:13.738,177.2230377,-39.22032166,32.68229294,3.687667696
2020-05-3007:27:41.394,174.9795227,-40.47721863,32.68013763,3.687873906
2019-11-2520:18:23.237,177.5421448,-37.80472565,70.78181458,3.688568253
2020-05-2221:40:07.217,179.8385925,-34.5915451,287.0484924,3.68924213
2020-04-0806:02:00.260,179.6632385,-33.27891541,315.8900452,3.691363353
2019-09-2402:38:48.903,177.7647705,-35.36701584,154.2129974,3.69181304
2020-05-0107:08:28.681,176.3518372,-37.62932968,287.5065613,3.692100955
2019-08-1210:40:32.038,167.9145508,-44.58632278,5,3.6930809
2019-07-0614:20:03.444,179.236908,-33.94054031,12,3.693955884
2020-01-2215:12:15.986,179.4542236,-32.91374969,404.3099976,3.697320864
2020-02-1714:54:01.197,178.8829803,-35.37759781,207.3461609,3.697833548
2020-03-1903:13:34.520,175.7406311,-40.99467087,40.25020218,3.701661809
2020-03-1512:07:40.961,174.4596863,-41.47105026,12,3.702376532
2019-06-2907:37:35.539,178.9412689,-35.28063965,204.5236206,3.702618193
2020-02-1507:06:27.271,174.681076,-40.16563416,52.33171844,3.705437473
2019-07-1400:21:08.727,175.8943787,-38.82086563,8.807047844,3.706265677
2019-11-2214:52:48.805,-178.7529907,-35.73220444,12,3.707868407
2019-09-2612:42:24.078,178.6051178,-35.1801796,265.6972961,3.70817951
2019-11-1005:38:14.926,178.2303619,-38.20967865,12.43834114,3.708222981
2019-08-1213:48:24.320,167.8157654,-44.5281601,5,3.708404193
2019-11-2614:35:10.459,-178.8712769,-35.54839706,12,3.709137202
2019-09-2707:08:19.812,178.8445282,-35.17996597,212.1069183,3.710885669
2019-07-0503:01:55.374,176.1937714,-39.98046875,20.5924778,3.710933245
2019-07-1807:57:29.074,178.8616486,-37.21907806,12,3.711277203
2020-02-1300:11:22.410,178.7298889,-35.1987381,252.6813049,3.712087596
2019-10-2111:16:57.483,175.3681641,-38.6271553,201.7957306,3.714265176
2020-05-0821:36:48.965,-178.9868469,-33.54844666,234.0203247,3.714396546
2019-11-2722:05:23.943,-178.2449799,-36.20037842,12,3.716405566
2020-02-1319:16:39.494,174.1826477,-41.69593811,10.32502651,3.716487155
2020-04-0314:32:18.573,-179.7645874,-35.04028702,12,3.717433531
2019-07-0217:05:36.532,175.9669037,-38.20513916,143.5079498,3.718300357
2020-01-2903:06:50.822,-179.9318237,-33.75077057,293.3788452,3.718311094
2019-09-0209:46:28.828,179.7663879,-33.61621475,292.1548462,3.718795466
2019-06-0402:21:30.742,176.7040558,-37.77983856,171.2023315,3.72262027
2019-11-2109:31:37.963,177.6407776,-32.93926239,12,3.726999864
2019-10-2308:31:56.860,166.7566681,-45.37728119,12,3.727513581
2019-10-0319:22:19.618,178.4413757,-35.83467484,12,3.728070504
2019-11-0620:21:41.995,174.0955048,-41.74298859,11.77079105,3.728118438
2019-06-0816:18:33.017,168.1753693,-44.34244919,5,3.729520331
2020-01-0705:42:21.333,173.3258362,-41.51633072,48.72912979,3.729969758
2020-05-2008:25:58.347,173.6587067,-42.13182449,5,3.730743293
2020-04-0216:00:19.943,177.4362335,-36.31326294,247.0460358,3.731093452
2020-01-2313:07:53.134,179.0822296,-37.04931641,12,3.733257671
2019-06-2213:22:14.316,-178.7253113,-34.01725388,172.3594055,3.740534082
2020-02-0308:20:48.334,-179.1777496,-34.57668304,168.1644287,3.746019795
2019-09-1014:51:36.247,178.4970245,-38.74607849,30.1319809,3.751604681
2020-01-1607:54:21.123,167.6404419,-44.90471649,54.77639771,3.755815654
2019-11-0814:47:29.600,-179.7806396,-32.29232407,310.2466125,3.760040047
2019-11-1217:28:31.604,179.0494232,-37.06972122,12,3.760152639
2020-04-2705:40:26.400,179.5111847,-33.54359055,12,3.76018752
2019-06-2710:01:19.612,179.2778473,-33.36904144,261,3.763188194
2019-09-0904:23:32.111,177.4868469,-42.01954269,33,3.767009834
2020-04-0109:38:15.738,-178.8177948,-35.45545197,12,3.767488401
2020-01-1502:35:29.002,179.8854828,-34.69043732,238.042099,3.768446616
2019-09-2409:18:44.043,171.3603363,-42.70909882,8.37293911,3.76908178
2019-07-1914:40:54.917,-179.281601,-36.75354767,12,3.769113721
2019-06-0120:09:02.687,167.2272797,-45.14884949,12,3.771169733
2019-07-3022:50:05.982,177.5484467,-39.28638458,24.49068642,3.777344409
2019-06-0504:26:40.595,174.2250366,-39.5025177,241.3808441,3.778048731
2020-03-1723:22:51.306,178.2363434,-35.53675461,202.4264832,3.779247867
2019-10-2118:02:12.988,167.6931152,-44.96019363,52.63277054,3.77977762
2020-04-0114:41:54.681,178.454422,-35.4068985,12,3.779996304
2020-05-1214:03:19.033,178.077713,-33.49307251,12,3.780719981
2020-02-2312:16:30.859,179.5960236,-35.43490982,189.4401855,3.782066792
2020-05-2602:40:10.547,174.9664154,-40.45568466,32.41813278,3.782346434
2020-01-0616:33:33.219,-179.4756775,-35.50127411,12,3.785447975
